Date,Close
2004-08-19,2.4930105209350586
2004-08-20,2.691030263900757
2004-08-23,2.718111991882324
2004-08-24,2.6055610179901123
2004-08-25,2.633636236190796
2004-08-26,2.681091785430908
2004-08-27,2.6373629570007324
2004-08-30,2.5345025062561035
2004-08-31,2.5434467792510986
2004-09-01,2.490774154663086
2004-09-02,2.5220792293548584
2004-09-03,2.4848108291625977
2004-09-07,2.5238187313079834
2004-09-08,2.54170823097229
2004-09-09,2.5419561862945557
2004-09-10,2.616990089416504
2004-09-13,2.6709046363830566
2004-09-14,2.7700393199920654
2004-09-15,2.782710313796997
2004-09-16,2.831655979156494
2004-09-17,2.9191131591796875
2004-09-20,2.965574026107788
2004-09-21,2.9278087615966797
2004-09-22,2.9412248134613037
2004-09-23,3.0018491744995117
2004-09-24,2.9772515296936035
2004-09-27,2.938244342803955
2004-09-28,3.151916265487671
2004-09-29,3.256765127182007
2004-09-30,3.2199933528900146
2004-10-01,3.2940335273742676
2004-10-04,3.3556501865386963
2004-10-05,3.437889337539673
2004-10-06,3.40583872795105
2004-10-07,3.449815034866333
2004-10-08,3.4219882488250732
2004-10-11,3.3606197834014893
2004-10-12,3.4137895107269287
2004-10-13,3.500748634338379
2004-10-14,3.52807879447937
2004-10-15,3.580502986907959
2004-10-18,3.7059736251831055
2004-10-19,3.6756622791290283
2004-10-20,3.4905619621276855
2004-10-21,3.711439371109009
2004-10-22,4.28413200378418
2004-10-25,4.656070232391357
2004-10-26,4.516934871673584
2004-10-27,4.620541572570801
2004-10-28,4.80265998840332
2004-10-29,4.736570358276367
2004-11-01,4.870487689971924
2004-11-02,4.841667652130127
2004-11-03,4.762160778045654
2004-11-04,4.588987350463867
2004-11-05,4.207606315612793
2004-11-08,4.287112236022949
2004-11-09,4.191457748413086
2004-11-10,4.170587062835693
2004-11-11,4.547246932983398
2004-11-12,4.521903991699219
2004-11-15,4.5932111740112305
2004-11-16,4.286864280700684
2004-11-17,4.28587007522583
2004-11-18,4.162636756896973
2004-11-19,4.20884895324707
2004-11-22,4.102013111114502
2004-11-23,4.162139415740967
2004-11-24,4.342021465301514
2004-11-26,4.457056999206543
2004-11-29,4.498301029205322
2004-11-30,4.521407604217529
2004-12-01,4.471220016479492
2004-12-02,4.457305908203125
2004-12-03,4.482151031494141
2004-12-06,4.380034923553467
2004-12-07,4.259285926818848
2004-12-08,4.223259449005127
2004-12-09,4.308977127075195
2004-12-10,4.26475191116333
2004-12-13,4.234936714172363
2004-12-14,4.4396653175354
2004-12-15,4.4667463302612305
2004-12-16,4.384507656097412
2004-12-17,4.4741997718811035
2004-12-20,4.596937656402588
2004-12-21,4.565384387969971
2004-12-22,4.6287407875061035
2004-12-23,4.668492794036865
2004-12-27,4.768124103546143
2004-12-28,4.789243698120117
2004-12-29,4.792721748352051
2004-12-30,4.909496307373047
